"Product name","Description","Slug","URL","SKU","Categories","Status","Is featured?","Brand","Product collections","Labels","Taxes","Image","Images","Price","Product attributes","Import type","Is variation default?","Stock status","With storehouse management","Quantity","Allow checkout when out of stock","Sale price","Start date sale price","End date sale price","Weight","Length","Wide","Height","Cost per item","Barcode","Content","Tags","Vendor"
"UCFL 2-Hole Unit Series Pillow Block Bearing Flange Type","","","","UCFLNBC205","","published","","","","","","","","764","Bearing Size:205 25mm,Pedestal Bearing Brand:NBC","variation","","in_stock","1","5","","579","","","2","7","4","2","","84821020","","",""
"UCFL 2-Hole Unit Series Pillow Block Bearing Flange Type","","","","UCFLNBC206","","published","","","","","","","","1036","Bearing Size:206 30mm,Pedestal Bearing Brand:NBC","variation","","in_stock","1","5","","799","","","2","7","4","2","","84821020","","",""
"UCFL 2-Hole Unit Series Pillow Block Bearing Flange Type","","","","UCFLNBC207","","published","","","","","","","","1338","Bearing Size:207 35mm,Pedestal Bearing Brand:NBC","variation","1","in_stock","1","5","","1029","","","2","7","4","2","","84821020","","",""
"UCFL 2-Hole Unit Series Pillow Block Bearing Flange Type","","","","UCFLNBC208","","published","","","","","","","","1676","Bearing Size:208 40mm,Pedestal Bearing Brand:NBC","variation","","in_stock","1","5","","1289","","","2","7","4","2","","84821020","","",""
"UCFL 2-Hole Unit Series Pillow Block Bearing Flange Type","","","","BS-UCFL206-GPBB-KZ","","published","","","","","","","","600","Bearing Size:205 25mm,Pedestal Bearing Brand:KZ","variation","","out_of_stock","","5","","","","","2","7","4","2","","84821020","","",""
"UCFL 2-Hole Unit Series Pillow Block Bearing Flange Type","","","","BS-UCFL206-GPBB-KZ","","published","","","","","","","","850","Bearing Size:206 30mm,Pedestal Bearing Brand:KZ","variation","","out_of_stock","","5","","","","","2","7","4","2","","84821020","","",""
"UCFL 2-Hole Unit Series Pillow Block Bearing Flange Type","","","","BS-UCFL207-GPBB-KZ","","published","","","","","","","","1135","Bearing Size:207 35mm,Pedestal Bearing Brand:KZ","variation","","out_of_stock","","5","","","","","2","7","4","2","","","","",""
"UCFL 2-Hole Unit Series Pillow Block Bearing Flange Type","","","","BS-UCFL208-GPBB-KZ","","published","","","","","","","","1375","Bearing Size:208 40mm,Pedestal Bearing Brand:KZ","variation","","out_of_stock","","5","","","","","2","7","4","2","","","","",""
"20W-40 CH4 HDB Prima Veedol Engine Oil | Tractor | Truck | LVC's","<p><span style=""color:hsl(0,0%,0%);""><i>This product cannot be returned. Please purchase the product only after checking and matching it properly.</i></span></p><ul><li><span style=""color:#000000;""><i><strong>Note:</strong></i>  The cost of each product will come with the current price. The old price mentioned on the product will not be valid and the product will not be worth more than the new price.</span></li><li><span style=""color:#000000;"">Color and design of product packaging may change according to availability.</span></li></ul><p><span style=""color:#000000;"">Cash Coupon Inside till 0 to 500 rs. For redeem read terms and condition or description detail below.</span></p><p><img src=""https://www.gropart.com/storage/genuine-tags/01-min.jpg"" alt=""01-min"" loading=""lazy""></p><h6><span style=""background-color:rgb(255,255,255);color:rgb(0,0,0);font-size:16px;""><span style=""font-family:Roboto, sans-serif;font-style:normal;word-spacing:0px;""><strong>Estimated Delivery: Between 6 to 10 Business Days</strong></span>  </span>  <br> </h6>","20-40-hdb-prima-veedol-tractor-engineoil-truck-engine-oil-lvc-engine-oil-veedol-oil","https://www.gropart.com/products/20-40-hdb-prima-veedol-tractor-engineoil-truck-engine-oil-lvc-engine-oil-veedol-oil","VEE-PRM2040","Oil, Lubricant and Filters,Engine Oil","published","","Veedol","","Sale,GP Exclusive","IGST 18%,CGST 9%,SGST 9%","https://www.gropart.com/storage/customers/21-veedol-2040.jpg","https://www.gropart.com/storage/customers/oil-filter-and-oil-combo-1/09-min.jpg,https://www.gropart.com/storage/customers/21-veedol-2040.jpg,https://www.gropart.com/storage/customers/08-min-5.jpg,https://www.gropart.com/storage/customers/hdb-prima-20w-40-ch-4.jpg,https://www.gropart.com/storage/customers/09-min-4.jpg,https://www.gropart.com/storage/customers/coupon-code-min.jpg","3420","Oil Weight Size,Oil Brands","product","","in_stock","1","10","","2499","","","9.5","12","12","12","","27101972","<p>HDB Prima 20-40 CH4</p><p>Premium High Performance Tractor Engine Oil</p><p>20W-40 grade is recommended for use in heavy duty diesel engines of old generations, trucks, and LCVs.</p><p><span style=""color:#000000;""><strong>Description:</strong></span></p><p><span style=""color:#000000;"">Veedol HDB Prima 20W40 CH-4 is premium quality high performance Tractor engine oil formulated with high quality base oils fortified with special additives  to provide protection and excellent performance under varying operating conditions.</span></p><p><span style=""color:#000000;"">Veedol HDB Prima 20W40 CH-4 is suitable for modern generation turbo-charged and naturally aspired engines.</span></p><p><strong>Performance Specification: </strong></p><p>Meets and Exceeds the performance requirement of</p><ul><li>API CH-4</li></ul><p><strong>Application: </strong></p><p>Recommended for use in new generation heavy duty diesel engines of all makes of tractors.</p><p><strong>Feature Benefits:</strong></p><figure class=""table""><table><tbody><tr><td style=""border:1px solid hsl(0,0%,60%);padding:10px;"">Superior detergency and excellent soot control over extended period of usage.</td></tr><tr><td style=""border:1px solid hsl(0,0%,60%);padding:10px;"">Helps to achieve longer engine durability even under serve operating conditions.</td></tr><tr><td style=""border:1px solid hsl(0,0%,60%);padding:10px;"">Possesses improved lubricant film strength for heavy load.</td></tr><tr><td style=""border:1px solid hsl(0,0%,60%);padding:10px;"">Reduces wear and ensures longer engine life.</td></tr><tr><td style=""border:1px solid hsl(0,0%,60%);padding:10px;"">Reduces oil consumption.</td></tr></tbody></table></figure><p> Note: <span style=""background-color:transparent;color:#000000;""> If customer wants that gift coupon money back, we have also solution for that. Customer must have send us that coupon via only INDIAN SPEED POST and must share tracking details with us. Once we receive that coupon and will verify by our response team then we will deposit that coupon amount in customers bank account with in 7 business days. For that we need customers order id, order name and original coupon code card with INDIAN POST trekking id detail. </span></p>","Engine Oil,Tractor Engine Oil,Veedol,Oil and Lubricants","Gropart Bharat"
"20W-40 CH4 HDB Prima Veedol Engine Oil | Tractor | Truck | LVC's","","","","VEE-PRM2040","","published","","","","","","https://www.gropart.com/storage/customers/08-min-5.jpg","https://www.gropart.com/storage/customers/08-min-5.jpg","3420","Oil Weight Size:10 Liter,Oil Brands:Veedol","variation","1","in_stock","1","5","","2499","","","9.5","12","12","12","","27101972","","",""
"20W-40 CH4 HDB Prima Veedol Engine Oil | Tractor | Truck | LVC's","","","","GP-VEE20W40","","published","","","","","","https://www.gropart.com/storage/customers/29.jpg","https://www.gropart.com/storage/customers/29.jpg","405","Oil Weight Size:1 Liter,Oil Brands:Veedol","variation","","out_of_stock","","20","","379","","","0.98","11","5","11","","","","",""
"20W-40 CH4 HDB Prima Veedol Engine Oil | Tractor | Truck | LVC's","","","","GP-VEE20W40","","published","","","","","","https://www.gropart.com/storage/customers/28.jpg","https://www.gropart.com/storage/customers/28.jpg","1880","Oil Weight Size:5 Liter,Oil Brands:Veedol","variation","","out_of_stock","","5","","1717","","","5.1","11","6","14","","27101972","","",""
"20W-40 CH4 HDB Prima Veedol Engine Oil | Tractor | Truck | LVC's","","","","GP-VEE20W40","","published","","","","","","","","2470","Oil Weight Size:7.5 Liter,Oil Brands:Veedol","variation","","out_of_stock","1","5","","1799","","","8","11","11","11","","27101972","","",""
"90 Number Veedol Trans Gear Oil Express 90 Standard Tractor Lift Hydrolic Oil | Buses | LCV | MCV | Cars","<p><span style=""color:hsl(0,0%,0%);""><i>This product cannot be returned. Please purchase the product only after checking and matching it properly.</i></span></p><p style=""background-color:rgb(255,255,255);font-family:Muli, sans-serif;font-size:14px;font-style:normal;font-weight:400;line-height:1.6em;margin-bottom:1rem;margin-top:0px;word-spacing:0px;""><span style=""color:rgb(0,0,0);""><i><span style=""font-family:inherit;font-size:inherit;""><strong style=""font-weight:bolder;"">Note:</strong></span> </i><span style=""font-family:inherit;font-size:inherit;"">The cost of each product will come with the current price. The old price mentioned on the product will not be valid and the product will not be worth more than the new price.</span>  </span></p><p style=""background-color:rgb(255,255,255);font-family:Muli, sans-serif;font-size:14px;font-style:normal;font-weight:400;line-height:1.6em;margin-bottom:1rem;margin-top:0px;word-spacing:0px;""><span style=""color:rgb(0,0,0);""><span style=""font-family:inherit;font-size:inherit;"">Cash Coupon Inside till 0 to 500 rs. For redeem read terms and condition or description detail.</span>  </span></p><p><img src=""https://www.gropart.com/storage/genuine-tags/01-min.jpg"" alt=""01-min"" loading=""lazy""></p><h6><span style=""background-color:rgb(255,255,255);color:rgb(0,0,0);font-size:16px;""><span style=""font-family:Roboto, sans-serif;font-style:normal;word-spacing:0px;""><strong>Estimated Delivery: Between 6 to 10 Business Days</strong></span>  </span>  <br> </h6>","90-number-tractor-lift-oil-hydrolic-oil-express-90-veedol-lift-oil-tractor-lift-oil-bus-oil-lcv-oil-mcv-oil-truck-oil-car-oil","https://www.gropart.com/products/90-number-tractor-lift-oil-hydrolic-oil-express-90-veedol-lift-oil-tractor-lift-oil-bus-oil-lcv-oil-mcv-oil-truck-oil-car-oil","VEE-TRSX90","Oil, Lubricant and Filters,Lift Hydraulic  Oil,Gear Oil,Transmission OIl,Axle Oil & Brake Oil","published","","Veedol","","Sale","IGST 18%,CGST 9%,SGST 9%","https://www.gropart.com/storage/customers/10-min-4.jpg","https://www.gropart.com/storage/customers/oil-filter-and-oil-combo-1/101-min.jpg","1850","Oil Weight Size,Oil Brands","product","","in_stock","1","9","","1559","","","4.7","11","6","14","","27101980","<p><strong>Transgear Express 90 Gear and Transmission oil</strong></p><p><strong>Product Description:</strong><br>Veedol Transgear Express 90 is specially formulated automotive gear oil with excellent extreme pressure properties.<br>Veedol Transgear Express 90 is formulated with premium quality base oils and selected performance additives delivering excellent load carrying properties.</p><p><strong>Performance Specifications:</strong><br>Meets & exceeds the performance requirements of<br>· API GL-4<br>· IS:1118 - 1992</p><p><strong>Features/Benefits:</strong><br>· Possesses high load carrying capacity for continuous high speed and high torque service.<br>· Excellent oxidation and thermal stability</p><p><strong>Application:</strong><br>Recommended for differentials and gear boxes of trucks, buses, tractors, LCVs, MCVs and cars</p><p><strong>Application:</strong><br>Recommended for differentials and gear boxes of trucks, buses, tractors, LCVs, MCVs and cars</p><p><strong style=""background-color:rgb(255,255,255);color:rgb(34,32,38);font-family:Muli, sans-serif;font-size:14px;font-style:normal;font-weight:bolder;word-spacing:0px;"">Note: </strong><span style=""background-color:transparent;color:rgb(0,0,0);""><span style=""font-family:Muli, sans-serif;font-size:14px;font-style:normal;font-weight:400;word-spacing:0px;""><strong style=""font-weight:bolder;""> If customer wants that gift coupon money back, we have also solution for that. Customer must have send us that coupon via only INDIAN SPEED POST and must share tracking details with us. Once we receive that coupon and will verify by our response team then we will deposit that coupon amount in customers bank account with in 7 business days. For that we need customers order id, order name and original coupon code card with INDIAN POST trekking id detail. </strong></span>  </span></p><p> </p>","Veedol,Gear & Transmission Oil,Oil and Lubricants","SB Marketing"
"90 Number Veedol Trans Gear Oil Express 90 Standard Tractor Lift Hydrolic Oil | Buses | LCV | MCV | Cars","","","","VEE-TRSX90","","published","","","","","","https://www.gropart.com/storage/customers/10-min-4.jpg","https://www.gropart.com/storage/customers/10-min-4.jpg","3590","Oil Weight Size:10 Liter,Oil Brands:Veedol","variation","","in_stock","1","4","","2969","","","10","12","12","12","","27101980","","",""
"90 Number Veedol Trans Gear Oil Express 90 Standard Tractor Lift Hydrolic Oil | Buses | LCV | MCV | Cars","","","","VEE-TRSX90","","published","","","","","","https://www.gropart.com/storage/customers/18-min-1.jpg","https://www.gropart.com/storage/customers/18-min-1.jpg","1850","Oil Weight Size:5 Liter,Oil Brands:Veedol","variation","1","in_stock","1","5","","1559","","","4.7","11","6","14","","27101980","","",""
"90 Number Veedol Trans Gear Oil Express 90 Standard Tractor Lift Hydrolic Oil | Buses | LCV | MCV | Cars","","","","GP-VEE-EX90","","published","","","","","","https://www.gropart.com/storage/customers/oil-filter-and-oil-combo-1/13-trans-gear-min-1.jpg","https://www.gropart.com/storage/customers/oil-filter-and-oil-combo-1/13-trans-gear-min-1.jpg","385","Oil Weight Size:1 Liter,Oil Brands:Veedol","variation","","out_of_stock","","5","","","","","","7","3","4","","27101980","","",""
"Basket Thresher Return Pipe Garbage Return Chain","<p><span style=""color:hsl(0,75%,60%);""><i>This product cannot be returned. Please purchase the product only after checking and matching it properly.</i></span> <img src=""https://www.gropart.com/storage/genuine-tags/01-min.jpg"" alt=""01-min"" loading=""lazy""><br> </p>","basket-thresher-return-pipe-garbage-return-chain","https://www.gropart.com/products/basket-thresher-return-pipe-garbage-return-chain","PPE-CHN","Agriculture Machinery,Thresher Spares,Chains and Rafters","published","","","Best Deals On Thresher Spares,THSPR5","Extra 5% Off","IGST 18%,CGST 9%,SGST 9%","https://www.gropart.com/storage/customers/07.jpg","https://www.gropart.com/storage/customers/07.jpg,https://www.gropart.com/storage/customers/09.jpg,https://www.gropart.com/storage/customers/08.jpg,https://www.gropart.com/storage/customers/04-min-8.jpg,https://www.gropart.com/storage/customers/05-min-4.jpg","6999","","product","","in_stock","1","2","","","","","18","31","31","5","","73151100","<p><strong>Chaff pipe inside chain for basket model thresher</strong></p><ul><li>250"" Inch, 38 Nukka Chain</li><li>17.300 kg weight</li><li>Nukka to Nukka Gap 7"" inch</li><li>Single link (kadi) chain</li></ul>","Thresher Part,Basket Thresher","SB Marketing"
"Tafe TGO Universal Tractor Engine Oil- 20W40 - 8.5 Liter","<p><span style=""color:hsl(0,0%,0%);""><i>This product cannot be returned. Please purchase the product only after checking and matching it properly.</i></span></p><p><img src=""https://www.gropart.com/storage/genuine-tags/01-min.jpg"" alt=""01-min"" loading=""lazy""></p><p> </p><h6><span style=""color:hsl(0,0%,0%);"">Estimated Delivery: Between 6 to 10 Business Days</span></h6>","tafe-miles-tgo-universal-tractor-engine-oil-20w40-85-liter","https://www.gropart.com/products/tafe-miles-tgo-universal-tractor-engine-oil-20w40-85-liter","TFETGO-2040","Oil, Lubricant and Filters,Engine Oil,Tafe","published","","Tafe","","Sale,GP Exclusive","IGST 18%,CGST 9%,SGST 9%","https://www.gropart.com/storage/customers/oil-filter-and-oil-combo-1/03-min-1.jpg","https://www.gropart.com/storage/customers/oil-filter-and-oil-combo-1/09-min-1.jpg,https://www.gropart.com/storage/customers/oil-filter-and-oil-combo-1/03-min-1.jpg,https://www.gropart.com/storage/customers/04-min-11.jpg,https://www.gropart.com/storage/genuine-tags/1-min.png","2999","","product","","in_stock","1","5","","2049","","","8.5","12","12","12","","27101980","<p style=""background-color:rgb(255,255,255);font-family:Muli, sans-serif;font-size:14px;font-style:normal;font-weight:400;line-height:1.6em;word-spacing:0px;"">Premium High Performance Tractor Engine Oil</p><p style=""background-color:rgb(255,255,255);font-family:Muli, sans-serif;font-size:14px;font-style:normal;font-weight:400;line-height:1.6em;word-spacing:0px;"">20W-40 grade is recommended for use in heavy duty diesel engines of old generations and new generation tractors.</p><p><span style=""background-color:rgb(255,255,255);color:rgb(122,121,126);""><span style=""font-family:Roboto, sans-serif;font-size:14px;font-style:normal;font-weight:400;text-align:left;word-spacing:0px;"">Pictures are for reference only Actual product may vary from the image shown</span>  </span></p><figure class=""table""><table class=""MsoNormalTable"" style=""background-color:#FFFFFF;"" border=""1"" cellspacing=""0"" cellpadding=""0"" width=""607""><tbody><tr><td style=""background-color:#F3F3F3;border:1px solid hsl(0,0%,90%);padding:8px;width:227.5pt;"" width=""303""><p class=""MsoNormal"" style=""line-height:normal;""><span style=""color:#0F1111;""><span style=""font-family:Arial, 'sans-serif';"">Material</span>  </span></p></td><td style=""border:1px solid hsl(0,0%,90%);padding:8px;""><p class=""MsoNormal"" style=""line-height:normal;""><span style=""color:#333333;""><span style=""font-family:Arial, 'sans-serif';"" lang=""hi"">‎</span> <span style=""font-family:Arial, 'sans-serif';"">Oil</span>  </span></p></td></tr><tr><td style=""background-color:#F3F3F3;border:1px solid hsl(0,0%,90%);padding:8px;width:227.5pt;"" width=""303""><p class=""MsoNormal"" style=""line-height:normal;""><span style=""color:#0F1111;""><span style=""font-family:Arial, 'sans-serif';"">Brand</span>  </span></p></td><td style=""border:1px solid hsl(0,0%,90%);padding:8px;""><p class=""MsoNormal"" style=""line-height:normal;""><span style=""color:#333333;""><span style=""font-family:Arial, 'sans-serif';"" lang=""hi"">‎</span> <span style=""font-family:Arial, 'sans-serif';"">TAFE</span>  </span></p></td></tr><tr><td style=""background-color:#F3F3F3;border:1px solid hsl(0,0%,90%);padding:8px;width:227.5pt;"" width=""303""><p class=""MsoNormal"" style=""line-height:normal;""><span style=""color:#0F1111;""><span style=""font-family:Arial, 'sans-serif';"">Liquid Volume</span>  </span></p></td><td style=""border:1px solid hsl(0,0%,90%);padding:8px;""><p class=""MsoNormal"" style=""line-height:normal;""><span style=""color:#333333;""><span style=""font-family:Arial, 'sans-serif';"" lang=""hi"">‎</span> <span style=""font-family:Arial, 'sans-serif';"">8.5 Litre</span>  </span></p></td></tr><tr><td style=""background-color:#F3F3F3;border:1px solid hsl(0,0%,90%);padding:8px;width:227.5pt;"" width=""303""><p class=""MsoNormal"" style=""line-height:normal;""><span style=""color:#0F1111;""><span style=""font-family:Arial, 'sans-serif';"">Item Weight</span>  </span></p></td><td style=""border:1px solid hsl(0,0%,90%);padding:8px;""><p class=""MsoNormal"" style=""line-height:normal;""><span style=""color:#333333;""><span style=""font-family:Arial, 'sans-serif';"" lang=""hi"">‎</span> <span style=""font-family:Arial, 'sans-serif';"">7.87 Kilograms</span>  </span></p></td></tr><tr><td style=""background-color:#F3F3F3;border:1px solid hsl(0,0%,90%);padding:8px;width:227.5pt;"" width=""303""><p class=""MsoNormal"" style=""line-height:normal;""><span style=""color:#0F1111;""><span style=""font-family:Arial, 'sans-serif';"">Recommended Uses For Product</span>  </span></p></td><td style=""border:1px solid hsl(0,0%,90%);padding:8px;""><p class=""MsoNormal"" style=""line-height:normal;""><span style=""color:#333333;""><span style=""font-family:Arial, 'sans-serif';"" lang=""hi"">‎</span> <span style=""font-family:Arial, 'sans-serif';"">oil</span>  </span></p></td></tr><tr><td style=""background-color:#F3F3F3;border:1px solid hsl(0,0%,90%);padding:8px;width:227.5pt;"" width=""303""><p class=""MsoNormal"" style=""line-height:normal;""><span style=""color:#0F1111;""><span style=""font-family:Arial, 'sans-serif';"">Item Form</span>  </span></p></td><td style=""border:1px solid hsl(0,0%,90%);padding:8px;""><p class=""MsoNormal"" style=""line-height:normal;""><span style=""color:#333333;""><span style=""font-family:Arial, 'sans-serif';"" lang=""hi"">‎</span> <span style=""font-family:Arial, 'sans-serif';"">Oil</span>  </span></p></td></tr><tr><td style=""background-color:#F3F3F3;border:1px solid hsl(0,0%,90%);padding:8px;width:227.5pt;"" width=""303""><p class=""MsoNormal"" style=""line-height:normal;""><span style=""color:#0F1111;""><span style=""font-family:Arial, 'sans-serif';"">Manufacturer</span>  </span></p></td><td style=""border:1px solid hsl(0,0%,90%);padding:8px;""><p class=""MsoNormal"" style=""line-height:normal;""><span style=""color:#333333;""><span style=""font-family:Arial, 'sans-serif';"" lang=""hi"">‎</span> <span style=""font-family:Arial, 'sans-serif';"">TAFE LTD</span>  </span></p></td></tr><tr><td style=""background-color:#F3F3F3;border:1px solid hsl(0,0%,90%);padding:8px;width:227.5pt;"" width=""303""><p class=""MsoNormal"" style=""line-height:normal;""><span style=""color:#0F1111;""><span style=""font-family:Arial, 'sans-serif';"">Item model number</span>  </span></p></td><td style=""border:1px solid hsl(0,0%,90%);padding:8px;""><p class=""MsoNormal"" style=""line-height:normal;""><span style=""color:#333333;""><span style=""font-family:Arial, 'sans-serif';"" lang=""hi"">‎</span> <span style=""font-family:Arial, 'sans-serif';"">SBU0033B</span>  </span></p></td></tr><tr><td style=""background-color:#F3F3F3;border:1px solid hsl(0,0%,90%);padding:8px;width:227.5pt;"" width=""303""><p class=""MsoNormal"" style=""line-height:normal;""><span style=""color:#0F1111;""><span style=""font-family:Arial, 'sans-serif';"">Manufacturer Part Number</span>  </span></p></td><td style=""border:1px solid hsl(0,0%,90%);padding:8px;""><p class=""MsoNormal"" style=""line-height:normal;"">SBU0003B</p></td></tr><tr><td style=""background-color:#F3F3F3;border:1px solid hsl(0,0%,90%);padding:8px;width:227.5pt;"" width=""303""><p class=""MsoNormal"" style=""line-height:normal;""><span style=""color:#0F1111;""><span style=""font-family:Arial, 'sans-serif';"">Manufacturer</span>  </span></p></td><td style=""border:1px solid hsl(0,0%,90%);padding:8px;""><p class=""MsoNormal"" style=""line-height:normal;""><span style=""color:#333333;""><span style=""font-family:Arial, 'sans-serif';"" lang=""hi"">‎</span> <span style=""font-family:Arial, 'sans-serif';"">TAFE LTD</span>  </span></p></td></tr><tr><td style=""background-color:#F3F3F3;border:1px solid hsl(0,0%,90%);padding:8px;width:227.5pt;"" width=""303""><p class=""MsoNormal"" style=""line-height:normal;""><span style=""color:#0F1111;""><span style=""font-family:Arial, 'sans-serif';"">Item Weight</span>  </span></p></td><td style=""border:1px solid hsl(0,0%,90%);padding:8px;""><p class=""MsoNormal"" style=""line-height:normal;""><span style=""color:#333333;""><span style=""font-family:Arial, 'sans-serif';"" lang=""hi"">‎</span> <span style=""font-family:Arial, 'sans-serif';"">7 kg 870 g</span>  </span></p></td></tr></tbody></table></figure><p style=""background-color:rgb(255,255,255);font-family:Muli, sans-serif;font-size:14px;font-style:normal;font-weight:400;line-height:1.6em;margin-bottom:1rem;margin-top:0px;word-spacing:0px;""><span style=""color:rgb(0,0,0);""><i><span style=""font-family:inherit;font-size:inherit;""><strong style=""font-weight:bolder;"">Note:</strong></span> </i><span style=""font-family:inherit;font-size:inherit;"">The cost of each product will come with the current price. The old price mentioned on the product will not be valid and the product will not be worth more than the new price.</span>  </span></p><p style=""background-color:rgb(255,255,255);font-family:Muli, sans-serif;font-size:14px;font-style:normal;font-weight:400;line-height:1.6em;margin-bottom:1rem;margin-top:0px;word-spacing:0px;""><span style=""color:rgb(0,0,0);""><span style=""font-family:inherit;font-size:inherit;""><strong>Cash Coupon Inside till 0 to 500 rs. For redeem read terms and condition or description below.</strong></span>  </span></p><p><strong style=""background-color:rgb(255,255,255);color:rgb(34,32,38);font-family:Muli, sans-serif;font-size:14px;font-style:normal;font-weight:bolder;word-spacing:0px;"">Note: </strong><span style=""background-color:transparent;color:rgb(0,0,0);""><span style=""font-family:Muli, sans-serif;font-size:14px;font-style:normal;font-weight:400;word-spacing:0px;""><strong style=""font-weight:bolder;""> If customer wants that gift coupon money back, we have also solution for that. Customer must have send us that coupon via only INDIAN SPEED POST and must share tracking details with us. Once we receive that coupon and will verify by our response team then we will deposit that coupon amount in customers bank account with in 7 business days. For that we need customers order id, order name and original coupon code card with INDIAN POST trekking id detail. </strong></span>  </span></p><p class=""MsoNormal""> </p>","Engine Oil,Tractor Engine Oil,Oil and Lubricants,Tafe","Gropart Bharat"
"15W-40 Veedol HDB PRIMA PRO CI-4 | Use For Old Generation Tractors | Trucks | LCVs.","<p style=""background-color:rgb(255,255,255);font-family:Muli, sans-serif;font-size:14px;font-style:normal;font-weight:400;line-height:1.6em;margin-bottom:1rem;margin-top:0px;word-spacing:0px;""><span style=""color:hsl(0,0%,0%);""><i>This product cannot be returned. Please purchase the product only after checking and matching it properly.</i></span></p><p style=""background-color:rgb(255,255,255);font-family:Muli, sans-serif;font-size:14px;font-style:normal;font-weight:400;line-height:1.6em;margin-bottom:1rem;margin-top:0px;word-spacing:0px;""><span style=""color:rgb(0,0,0);""><i><span style=""font-family:inherit;font-size:inherit;""><strong style=""font-weight:bolder;"">Note:</strong></span> </i><span style=""font-family:inherit;font-size:inherit;"">The cost of each product will come with the current price. The old price mentioned on the product will not be valid and the product will not be worth more than the new price.</span>  </span></p><p style=""background-color:rgb(255,255,255);font-family:Muli, sans-serif;font-size:14px;font-style:normal;font-weight:400;line-height:1.6em;margin-bottom:1rem;margin-top:0px;word-spacing:0px;""><span style=""color:rgb(0,0,0);""><span style=""font-family:inherit;font-size:inherit;"">Cash Coupon Inside till 0 to 500 rs. For redeem read terms and condition or description detail.</span>  </span></p><p><img src=""https://www.gropart.com/storage/genuine-tags/01-min.jpg"" alt=""01-min"" loading=""lazy""><br> </p><h6><span style=""color:rgb(0,0,0);"">Estimated Delivery: Between 6 to 10 business days</span></h6>","hdb-prima-pro-15w-40-ci-4-engine-oil-tractor-engine-oil","https://www.gropart.com/products/hdb-prima-pro-15w-40-ci-4-engine-oil-tractor-engine-oil","VEE-PR1540","Oil, Lubricant and Filters,Engine Oil","published","","Veedol","","GP Exclusive","IGST 18%,CGST 9%,SGST 9%","https://www.gropart.com/storage/customers/1.jpg","https://www.gropart.com/storage/customers/oil-filter-and-oil-combo-1/12-min.jpg,https://www.gropart.com/storage/customers/1.jpg,https://www.gropart.com/storage/customers/coupon-code-min.jpg","4190","Oil Weight Size,Oil Brands","product","","in_stock","1","13","","3479","","","10","12","12","12","","27101980","<p>20W-40 grade is recommended for use in heavy duty diesel engines of old generation tractors, trucks and LCVs.<br>15W-40 grade is recommended for use in diesel engines of new generation turbocharged tractors.</p><p>Viscometrics – SAE 15W-40.<br>Exceeds requirements of API Service Classification CI-4 and IS 13656 : 2002 EDL-4.</p><p>VEEDOL PREMIUM HIGH PERFORMANCE TRACTOR ENGINE OIL</p><p><br>DESCRIPTION: <br>HDB Prima PRO 15W-40 is a premium quality high performance tractor engine oil formulated with superior quality base oils fortified with selected additive package to provide excellent performance under varying operating conditions.</p><p>Veedol HDB Prima PRO 15W-40 possesses very high thermal and oxidation stability and provides maximum protection to  turbocharged / supercharged diesel engines of modern generation tractors.</p><p>PERFORMANCE  SPECIFICATIONS:</p><p>Meets & Exceeds the performance requirements of <br>- APLOL-4</p><p>APPLICATIONS<br>Recommended for use in diesel engines of all high performance new generation Tractors.</p><p>FEATURES/BENEFITS</p><p>+Ensures engine durability under severe operating conditions.<br>+ Better cold start capability, High viscosity index shear stable oil maintains optimum oil  thickness at all operating temperatures.<br>+ Reduces piston deposits and oil consumption.<br>+ Outstanding corrosion protection for reduced maintenance cost and longer engine life.</p><p><strong style=""background-color:rgb(255,255,255);color:rgb(34,32,38);font-family:Muli, sans-serif;font-size:14px;font-style:normal;font-weight:bolder;word-spacing:0px;"">Note: </strong><span style=""background-color:transparent;color:rgb(0,0,0);""><span style=""font-family:Muli, sans-serif;font-size:14px;font-style:normal;font-weight:400;word-spacing:0px;""><strong style=""font-weight:bolder;""> If customer wants that gift coupon money back, we have also solution for that. Customer must have send us that coupon via only INDIAN SPEED POST and must share tracking details with us. Once we receive that coupon and will verify by our response team then we will deposit that coupon amount in customers bank account with in 7 business days. For that we need customers order id, order name and original coupon code card with INDIAN POST trekking id detail. </strong></span>  </span></p>","Engine Oil,Tractor Engine Oil,Veedol,Oil and Lubricants","Gropart Bharat"
"15W-40 Veedol HDB PRIMA PRO CI-4 | Use For Old Generation Tractors | Trucks | LCVs.","","","","VEE-PR1540","","published","","","","","","","","4190","Oil Weight Size:10 Liter,Oil Brands:Veedol","variation","1","in_stock","1","5","","3479","","","10","12","12","12","","27101980","","",""
"15W-40 Veedol HDB PRIMA PRO CI-4 | Use For Old Generation Tractors | Trucks | LCVs.","","","","VEE-PR1540","","published","","","","","","","","3140","Oil Weight Size:7.5 Liter,Oil Brands:Veedol","variation","","out_of_stock","1","3","","2599","","","7.5","12","12","12","","27101980","","",""
"15W-40 Veedol HDB PRIMA PRO CI-4 | Use For Old Generation Tractors | Trucks | LCVs.","","","","VEE-PR1540","","published","","","","","","","","2160","Oil Weight Size:5 Liter,Oil Brands:Veedol","variation","","out_of_stock","","5","","1889","","","5","12","12","12","","27101980","","",""
